Date,Group,Sales
2013-09-05,1,173.65810034725499
2013-09-06,1,171.41517971031399
2013-09-07,1,186.03406096376699
2013-09-08,1,88.892595810982797
2013-09-09,1,169.359968504942
2013-09-10,1,89.6944536084346
2013-09-11,1,103.363686559795
2013-09-12,1,106.474399987548
2013-09-13,1,122.564626199915
2013-09-14,1,174.938807466572
2013-09-15,1,55.196006229630399
2013-09-16,1,146.76023489065801
2013-09-17,1,136.11804453836299
2013-09-18,1,152.25508521060601
2013-09-19,1,148.674992078993
2013-09-20,1,110.159250328825
2013-09-21,1,178.263887943827
2013-09-22,1,86.666897382159704
2013-09-23,1,111.128410563554
2013-09-24,1,139.64144576807999
2013-09-25,1,117.94119333604
2013-09-26,1,203.314345156607
2013-09-27,1,135.50729169208799
2013-09-28,1,134.613756840197
2013-09-29,1,68.631689699544793
2013-09-30,1,156.50243595532601
2013-10-01,1,123.397540137977
2013-10-02,1,196.720969158391
2013-10-03,1,75.233730241746898
2013-10-04,1,156.06612262581601
2013-10-05,1,152.28076205388501
2013-10-06,1,92.480577269536397
2013-10-07,1,124.841544023845
2013-10-08,1,96.867100978839005
2013-10-09,1,149.76175893699499
2013-10-10,1,119.30028497214499
2013-10-11,1,123.23481871680001
2013-10-12,1,140.262421715801
2013-10-13,1,42.9967926268111
2013-10-14,1,109.863744271226
2013-10-15,1,130.431802598324
2013-10-16,1,146.070583461057
2013-10-17,1,89.941183785547594
2013-10-18,1,111.23369820385599
2013-10-19,1,121.590860465012
2013-10-20,1,70.141985529847403
2013-10-21,1,122.98786819330201
2013-10-22,1,111.927088663048
2013-10-23,1,125.81601621017801
2013-10-24,1,123.163406361057
2013-10-25,1,113.661858634409
2013-10-26,1,161.678805315967
2013-10-27,1,102.355195816072
2013-10-28,1,129.482192717092
2013-10-29,1,112.285893935052
2013-10-30,1,121.506077008915
2013-10-31,1,133.72354128758201
2013-11-01,1,100.182160485504
2013-11-02,1,149.17234803076599
2013-11-03,1,97.453274004665403
2013-11-04,1,137.864260444157
2013-11-05,1,103.70026726195201
2013-11-06,1,109.097001107423
2013-11-07,1,118.470603286455
2013-11-08,1,132.796244239256
2013-11-09,1,99.931795951475905
2013-11-10,1,108.561660295105
2013-11-11,1,124.580485617569
2013-11-12,1,111.970870543294
2013-11-13,1,78.0382483442215
2013-11-14,1,121.18021970528601
2013-11-15,1,122.76929773358999
2013-11-16,1,126.793397398979
2013-11-17,1,74.394518586451696
2013-11-18,1,129.10903264202801
2013-11-19,1,106.906118646237
2013-11-20,1,124.324612351715
2013-11-21,1,144.35992745555501
2013-11-22,1,107.96273141383099
2013-11-23,1,96.519676676134097
2013-11-24,1,76.412006123182294
2013-11-25,1,129.81992805086
2013-11-26,1,123.43170315823301
2013-11-27,1,93.532145430392205
2013-11-28,1,128.84242619406101
2013-11-29,1,104.966463375073
2013-11-30,1,104.09003869481
2013-12-01,1,68.076223182354198
2013-12-02,1,113.931498716313
2013-12-03,1,94.765865208022603
2013-12-04,1,128.92285510622801
2013-12-05,1,120.974699669869
2013-12-06,1,112.015650593347
2013-12-07,1,121.408564819885
2013-12-08,1,36.265016958533401
2013-12-09,1,134.680550018524
2013-12-10,1,104.35203497075101
2013-12-11,1,85.907981923353603
2013-12-12,1,88.207544969053203
2013-12-13,1,85.532493534065793
2013-12-14,1,120.787742012371
2013-12-15,1,71.535217271092094
2013-12-16,1,120.791211521354
2013-12-17,1,74.628325088901605
2013-12-18,1,86.411525099185795
2013-12-19,1,101.589644453608
2013-12-20,1,114.60100127582299
2013-12-21,1,124.541759682586
2013-12-22,1,41.730043988893101
2013-12-23,1,183.608991270752
2013-12-24,1,220.33067023061801
2013-12-27,1,152.36743464354299
2013-12-29,1,131.26728901075501
2013-12-30,1,126.58984459848
2013-12-31,1,211.390838466052
2014-01-02,1,153.166492227541
2014-01-03,1,109.484763536521
2014-01-04,1,116.250540066432
2014-01-05,1,67.789990949140105
2014-01-06,1,146.91106778429699
2014-01-07,1,147.54576094839999
2014-01-08,1,99.906876789740096
2014-01-09,1,113.541525918277
2014-01-10,1,119.05554059635
2014-01-11,1,127.95986526115
2014-01-12,1,83.401749852177304
2014-01-13,1,103.994034974792
2014-01-14,1,166.34753276457101
2014-01-15,1,139.042567223334
2014-01-16,1,117.779119691395
2014-01-17,1,94.793838648433905
2014-01-18,1,102.63364983791099
2014-01-19,1,53.001467183304698
2014-01-20,1,99.681936362168301
2014-01-21,1,116.784600007305
2014-01-22,1,102.344424741026
2014-01-23,1,105.74027605643801
2014-01-24,1,143.16444874618799
2014-01-25,1,129.09233380561
2014-01-26,1,65.488323845828205
2014-01-27,1,177.797639286942
2014-01-28,1,63.984473611318101
2014-01-29,1,75.115629398791597
2014-01-30,1,140.79419421443501
2014-01-31,1,133.30347898353199
2014-02-01,1,101.93214685050501
2014-02-02,1,76.757494351977201
2014-02-03,1,154.32310365561699
2014-02-04,1,130.284962020954
2014-02-05,1,128.51298277658501
2014-02-06,1,93.214571574761905
2014-02-07,1,99.760735605236803
2014-02-08,1,120.86273983177701
2014-02-09,1,57.007489492822302
2014-02-10,1,154.18374332749701
2014-02-11,1,93.605003186262607
2014-02-12,1,165.738384661521
2014-02-13,1,112.48130273313799
2014-02-14,1,127.922310495651
2014-02-15,1,169.51752883910601
2014-02-16,1,66.148857053146102
2014-02-17,1,139.56393197679699
2014-02-18,1,101.128808084497
2014-02-19,1,139.71296329606199
2014-02-20,1,115.49330543448301
2014-02-21,1,195.74950710403601
2014-02-22,1,138.333592943018
2014-02-23,1,79.442222243081801
2014-02-24,1,152.55673398407399
2014-02-25,1,115.741936459404
2014-02-26,1,95.017356607550695
2014-02-27,1,142.59901947836599
2014-02-28,1,121.868073185287
2014-03-01,1,140.96854447308999
2014-03-02,1,78.304687930775003
2014-03-03,1,123.816845981151
2014-03-04,1,110.664379295042
2014-03-05,1,104.010771805795
2014-03-06,1,119.64957040592
2014-03-07,1,115.297355656246
2014-03-08,1,116.67990332134301
2014-03-09,1,92.618539664324999
2014-03-10,1,150.51689117757201
2014-03-11,1,151.221168841794
2014-03-12,1,91.047415851299505
2014-03-13,1,141.40036972019601
2014-03-14,1,123.912083680615
2014-03-15,1,137.68394243282799
2014-03-16,1,67.167579373814903
2014-03-17,1,141.547905542998
2014-03-18,1,88.225044450953504
2014-03-19,1,99.684582388071107
2014-03-20,1,128.13823210681099
2014-03-21,1,104.8547456835
2014-03-22,1,130.851901605861
2014-03-23,1,71.128447822127001
2014-03-24,1,174.64233823783499
2014-03-25,1,130.82839491168099
2014-03-26,1,164.07370988060799
2014-03-27,1,217.59570730291401
2014-03-28,1,210.36458907868499
2014-03-29,1,201.44257601482499
2014-03-30,1,77.071872948032293
2014-03-31,1,165.78208357985901
2014-04-01,1,143.93457196846401
2014-04-02,1,145.79376847663701
2014-04-03,1,199.33421377906299
2014-04-04,1,149.09486979917901
2014-04-05,1,166.36665153290201
2014-04-06,1,79.465698954811401
2014-04-07,1,175.86308846356201
2014-04-08,1,104.711261779938
2014-04-09,1,168.945582350845
2014-04-10,1,153.689913112803
2014-04-11,1,150.19797452193501
2014-04-12,1,230.41912840806
2014-04-13,1,106.9717520005
2014-04-14,1,126.41212420811
2014-04-15,1,109.47254864970201
2014-04-16,1,110.647041867212
2014-04-17,1,259.250121969818
2014-04-19,1,290.42895668091899
2014-04-20,1,57.750918917754099
2014-04-21,1,109.431179378053
2014-04-22,1,169.19624801110299
2014-04-23,1,162.98010195657599
2014-04-24,1,155.33878055871401
2014-04-25,1,103.62039587460301
2014-04-26,1,143.988134045973
2014-04-27,1,67.579126977150807
2014-04-28,1,142.89911801552299
2014-04-29,1,145.382373304754
2014-04-30,1,168.44758336733599
2014-05-02,1,194.877300541007
2014-05-05,1,344.71242741903302
2014-05-06,1,117.634364611904
2014-05-07,1,90.045939208191896
2014-05-08,1,149.299133313087
2014-05-09,1,93.4116822522153
2014-05-10,1,123.72467460231699
2014-05-11,1,61.006582462073403
2014-05-12,1,117.63724487723
2014-05-13,1,140.036281903001
2014-05-14,1,107.299783874075
2014-05-15,1,123.833393024816
2014-05-16,1,182.24733166450901
2014-05-17,1,128.40548236514701
2014-05-18,1,94.926571887358506
2014-05-19,1,108.18403950690799
2014-05-20,1,112.779561925048
2014-05-21,1,123.75443984621801
2014-05-22,1,116.368035292474
2014-05-23,1,129.75338676371501
2014-05-24,1,117.223121200496
2014-05-25,1,85.750221628505201
2014-05-26,1,117.265384467109
2014-05-27,1,114.85034360851
2014-05-28,1,190.55318445032
2014-05-29,1,85.879848415962996
2014-05-30,1,187.23900643110201
2014-05-31,1,171.34752483119701
2014-06-01,1,93.4027092149433
2014-06-02,1,199.723160641356
2014-06-03,1,142.53802570436201
2014-06-04,1,137.397470737802
2014-06-05,1,194.60424115594299
2014-06-06,1,181.64230467912
2014-06-07,1,199.28282663753799
2014-06-08,1,116.13410257794
2014-06-09,1,110.83826883307999
2014-06-10,1,183.91875477429701
2014-06-11,1,149.44654467132199
2014-06-12,1,139.82872881028899
2014-06-13,1,181.076990157327
2014-06-14,1,198.69295752037499
2014-06-15,1,54.0249702204705
2014-06-16,1,162.60701759240499
2014-06-17,1,124.562218396083
2014-06-18,1,137.865777862035
2014-06-19,1,129.89479916939899
2014-06-20,1,175.728748384125
2014-06-21,1,162.410672754329
2014-06-22,1,99.627613284351298
2014-06-23,1,130.997404965594
2014-06-24,1,119.068455962972
2014-06-25,1,114.248639971521
2014-06-26,1,139.64483390401799
2014-06-27,1,149.19961982389799
2014-06-28,1,234.36896345629799
2014-06-29,1,99.024824945212004
2014-06-30,1,171.87306579174199
2014-07-01,1,79.465776641477603
2014-07-02,1,130.353573545155
2014-07-03,1,158.21058905858601
2014-07-04,1,112.903849016111
2014-07-05,1,150.97931914512901
2014-07-06,1,84.804244766739799
2014-07-07,1,142.24135854191499
2014-07-08,1,109.606492090567
2014-07-09,1,116.75219104173399
2014-07-10,1,132.724706258412
2014-07-11,1,180.711513583786
2014-07-12,1,142.33109050876101
2014-07-13,1,80.453114083373407
2014-07-14,1,153.69855089493299
2014-07-15,1,157.38504157779201
2014-07-16,1,158.68047844456299
2014-07-17,1,160.5229296933
2014-07-18,1,119.81104253277201
2014-07-19,1,144.78554451564699
2014-07-20,1,111.990298336233
2014-07-21,1,137.70300234175301
2014-07-22,1,152.13417046711501
2014-07-23,1,144.39193026197
2014-07-24,1,163.30988909362301
2014-07-25,1,145.13179909090101
2014-07-26,1,171.32152351018601
2014-07-27,1,90.181633493529702
2014-07-28,1,157.81383741139501
2014-07-29,1,144.455051194281
2014-07-30,1,137.868369774792
2014-07-31,1,174.33370983010599
2014-08-01,1,153.96619378818201
2014-08-02,1,189.444073316264
2014-08-03,1,75.380692980006003
2014-08-04,1,190.63134162744899
2014-08-05,1,158.481203915988
2014-08-06,1,140.00328662735299
2014-08-07,1,172.493580385229
2014-08-08,1,194.226703064487
2014-08-09,1,216.79014601329899
2014-08-10,1,98.591951023908294
2014-08-11,1,186.843287518034
2014-08-12,1,155.63305646915299
2014-08-13,1,129.96087941286899
2014-08-14,1,162.31205925601799
2014-08-15,1,232.668688554884
2014-08-16,1,229.321098599377
2014-08-18,1,204.943578961263
2014-08-19,1,157.51651322610499
2014-08-20,1,175.194857952978
2014-08-21,1,177.59614021373
2014-08-22,1,196.42215811971801
2014-08-23,1,226.633053661476
2014-08-24,1,151.92596848666699
2014-08-25,1,202.24534165522601
2014-08-26,1,143.842260185182
2014-08-27,1,141.12454076345301
2014-08-28,1,147.59794847913
2014-08-29,1,119.001507763099
2014-08-30,1,162.81504486744001
2014-08-31,1,136.99419937816799
2014-09-01,1,192.583927536972
2014-09-02,1,93.403211272964796
2014-09-03,1,128.100882145258
2014-09-04,1,118.732274802375
2014-09-05,1,168.79899041043799
2014-09-06,1,165.47761720592001
2014-09-07,1,48.964844097549602
2014-09-08,1,177.36126110740199
2014-09-09,1,128.01737456325199
2014-09-10,1,173.54629964713899
2014-09-11,1,165.169051552497
2014-09-12,1,130.36595639079999
2014-09-13,1,152.49701092809701
2014-09-14,1,60.596065853645598
2014-09-15,1,154.55669140341701
2014-09-16,1,106.65746465177099
2014-09-17,1,140.23042646991601
2014-09-18,1,168.76738324178501
2014-09-19,1,140.14445311886499
2014-09-20,1,197.959086294477
2014-09-21,1,80.585914216479793
2014-09-22,1,134.86510379475101
2014-09-23,1,140.77469533089501
2014-09-24,1,108.711123767423
2014-09-25,1,108.067086651751
2014-09-26,1,117.377429960871
2014-09-27,1,139.17116384563701
2014-09-28,1,60.482961483903601
2014-09-29,1,146.640779180328
2014-09-30,1,125.317010604255
2014-10-01,1,159.47325313862399
2014-10-02,1,183.41127550004501
2014-10-03,1,62.591191559266001
2014-10-04,1,194.365187583031
2014-10-05,1,82.134244515427199
2014-10-06,1,178.33567009466401
2014-10-07,1,141.85886334696801
2014-10-08,1,134.87392131863101
2014-10-09,1,134.324856819578
2014-10-10,1,132.31702018087401
2014-10-11,1,181.071063711796
2014-10-12,1,97.985022639453305
2014-10-13,1,129.87838325893799
2014-10-14,1,175.01125380023299
2014-10-15,1,206.83820907079999
2014-10-16,1,147.570549356915
2014-10-17,1,144.35785343745599
2014-10-18,1,158.15213037788899
2014-10-19,1,58.853409610356302
2014-10-20,1,158.38255890234299
2014-10-21,1,125.363981222897
2014-10-22,1,127.765051280508
2014-10-23,1,144.21773201944001
2014-10-24,1,203.17363915411499
2014-10-25,1,191.425316581712
2014-10-26,1,116.487886781866
2014-10-27,1,121.416970836256
2014-10-28,1,136.09426867676899
2014-10-29,1,103.569554336818
2014-10-30,1,122.18216764664
2014-10-31,1,132.48627925404799
2014-11-01,1,142.507059241702
2014-11-02,1,99.288586999621998
2014-11-03,1,137.82287957754599
2014-11-04,1,103.123747563607
2014-11-05,1,113.078967477055
2014-11-06,1,138.39946443044499
2014-11-07,1,125.3258349714
2014-11-08,1,165.663474985222
2014-11-09,1,118.44693000983899
2014-11-10,1,132.450933802593
2014-11-11,1,122.88507885396599
2014-11-12,1,95.348199918874599
2014-11-13,1,143.750350209673
2014-11-14,1,133.77429991273999
2014-11-15,1,157.95682959560099
2014-11-16,1,69.279451798363596
2014-11-17,1,138.752246637463
2014-11-18,1,134.68843263498999
2014-11-19,1,131.26202407264901
2014-11-20,1,131.314789763352
2014-11-21,1,142.895603194534
2014-11-22,1,92.6616360079896
2014-11-23,1,88.8532704507342
2014-11-24,1,135.49505839521601
2014-11-25,1,125.776456029191
2014-11-26,1,98.542134753251403
2014-11-27,1,114.36674051771
2014-11-28,1,125.770265298128
2014-11-29,1,143.27622465369899
2014-11-30,1,70.5238191319592
2014-12-01,1,128.45411530834301
2014-12-02,1,154.24263288340501
2014-12-03,1,133.99080245511001
2014-12-04,1,124.167763102648
2014-12-05,1,83.510430588510204
2014-12-06,1,127.894073901772
2014-12-07,1,75.512922739068202
2014-12-08,1,102.678761832615
2014-12-09,1,110.476546068652
2014-12-10,1,99.918717184270506
2014-12-11,1,109.75457005773799
2014-12-12,1,109.142671748118
2014-12-13,1,124.956684401136
2014-12-14,1,102.80557310108
2014-12-15,1,96.313693633982894
2014-12-16,1,97.768584237000397
2014-12-17,1,102.85683544204601
2014-12-18,1,112.769700687238
2014-12-19,1,100.434605432296
2014-12-20,1,92.976549783653695
2014-12-21,1,74.177635373861506
2014-12-22,1,166.062608421996
2014-12-23,1,184.21718934313
2014-12-24,1,289.72470687330099
2014-12-27,1,133.160219555693
2014-12-28,1,65.501176540988496
2014-12-29,1,159.35317487179199
2014-12-30,1,171.90036467707901
2014-12-31,1,253.25502096676999
2015-01-02,1,171.43648036258199
2015-01-03,1,146.725466464595
2015-01-04,1,69.261875016444606
2015-01-05,1,159.498680849924
2015-01-06,1,116.621821467299
2015-01-07,1,116.046870294295
2015-01-08,1,88.921976373815596
2015-01-09,1,89.515855326120601
2015-01-10,1,67.954839483436999
2015-01-11,1,102.503556455298
2015-01-12,1,122.717043089708
2015-01-13,1,86.441812930424007
2015-01-14,1,72.791839817592106
2015-01-15,1,93.767179913428507
2015-01-16,1,131.91395006800099
2015-01-17,1,115.08620881225799
2015-01-18,1,47.891051168924797
2015-01-19,1,138.935449172918
2015-01-20,1,116.932538278351
2015-01-21,1,90.103458786309901
2015-01-22,1,135.95051298346701
2015-01-23,1,130.97606128899201
2015-01-24,1,140.03186322028
2015-01-25,1,94.493388512183003
2015-01-26,1,150.51678717378999
2015-01-27,1,141.51879269970499
2015-01-28,1,124.273404481234
2015-01-29,1,129.932530553471
2015-01-30,1,100.75421525386
2015-01-31,1,129.03942125535701
2015-02-01,1,92.189837282485996
2015-02-02,1,159.254353701805
2015-02-03,1,112.095171542871
2015-02-04,1,111.66941350432
2015-02-05,1,133.82796260887099
2015-02-06,1,136.337106368056
2015-02-07,1,130.64222980111299
2015-02-08,1,62.750062992056002
2015-02-09,1,112.747460478504
2015-02-10,1,94.758153548749505
2015-02-11,1,94.702292009194906
2015-02-12,1,99.580168991955404
2015-02-13,1,91.354728886863398
2015-02-14,1,62.234600604971099
2015-02-15,1,96.792995370679805
2015-02-16,1,118.255475071685
2015-02-17,1,118.509639861913
2015-02-18,1,123.267817249283
2015-02-19,1,123.69090336092
2015-02-20,1,117.287703917599
2015-02-21,1,107.174143505865
2015-02-22,1,70.463146834969905
2015-02-23,1,66.892510265385297
2015-02-24,1,105.730056008902
2015-02-25,1,81.617768440383401
2015-02-26,1,104.017958777385
2015-02-27,1,101.514216092369
2015-02-28,1,99.568894463086707
2015-03-01,1,45.7343245346269
2015-03-02,1,104.963808490064
2015-03-03,1,96.316336105660298
2015-03-04,1,76.502862806818797
2015-03-05,1,115.664704258596
2015-03-06,1,100.668607215573
2015-03-07,1,106.704697425172
2015-03-08,1,80.654299664345999
2015-03-09,1,145.51759524202399
2015-03-10,1,120.053548888447
2015-03-11,1,77.592527876614398
2015-03-12,1,123.321210172569
2015-03-13,1,104.09727840711
2015-03-14,1,98.281185606881394
2015-03-15,1,56.967223280621702
2015-03-16,1,136.698666060069
2015-03-17,1,136.644449549369
2015-03-18,1,117.21349643565701
2015-03-19,1,121.351949525045
2015-03-20,1,125.07849285165599
2015-03-21,1,113.44921377573699
2015-03-22,1,71.571148151395704
2015-03-23,1,129.18672302716101
2015-03-24,1,114.53980171838801
2015-03-25,1,85.767569924056104
2015-03-26,1,126.909561618178
2015-03-27,1,113.205121341153
2015-03-28,1,177.270608855771
2015-03-29,1,56.889073831316203
2015-03-30,1,110.28851577067501
2015-03-31,1,101.620422865145
2015-04-01,1,134.425214341545
2015-04-02,1,269.42494092798898
2015-04-04,1,274.14994374052901
2015-04-05,1,102.981646842744
2015-04-06,1,60.144522346164202
2015-04-07,1,115.65113888590599
2015-04-08,1,89.868555254439499
2015-04-09,1,157.55699656206701
2015-04-10,1,125.640782296666
2015-04-11,1,149.47114585532401
2015-04-12,1,39.054869418373798
2015-04-13,1,94.535776972448701
2015-04-14,1,95.735879099565395
2015-04-15,1,102.93265639072
2015-04-16,1,90.528205833072704
2015-04-17,1,91.0744308710578
2015-04-18,1,103.30589679034701
2015-04-19,1,25.46219373912
2015-04-20,1,113.23853761725201
2015-04-21,1,121.935695795117
2015-04-22,1,115.98278430244601
2015-04-23,1,109.647753246652
2015-04-24,1,93.853976266765301
2015-04-25,1,121.601177999412
2015-04-26,1,71.007127059366297
2015-04-27,1,151.174833546803
2015-04-28,1,91.086679997683802
2015-04-29,1,135.75073952487401
2015-04-30,1,185.54746590992301
2015-05-02,1,205.27781115655401
2015-05-03,1,49.182401402874198
2015-05-04,1,141.916859730021
2015-05-05,1,98.3386635883964
2015-05-06,1,112.613312971486
2015-05-07,1,119.486322756166
2015-05-08,1,108.528740811492
2015-05-09,1,122.939690460506
2015-05-10,1,54.676729153514998
2015-05-11,1,129.87796181386099
2015-05-12,1,94.601872948751804
2015-05-13,1,166.81478176218499
2015-05-14,1,53.434236162361998
2015-05-15,1,147.271258346731
2015-05-16,1,164.98494802475301
2015-05-17,1,63.055587645949998
2015-05-18,1,103.80231684869599
2015-05-19,1,142.786482873821
2015-05-20,1,92.0360687468511
2015-05-21,1,147.95752368118701
2015-05-22,1,146.09439782229799
2015-05-23,1,212.69314183849701
2015-05-24,1,125.559999732516
2015-05-25,1,93.847889554604805
2015-05-26,1,126.885645229909
2015-05-27,1,102.22124279494101
2015-05-28,1,113.87159675303199
2015-05-29,1,132.42564143884201
2015-05-30,1,120.295569303579
2015-05-31,1,53.2747806032447
2015-06-01,1,131.79987527432101
2015-06-02,1,96.030913423721699
2015-06-03,1,92.2734256379415
2015-06-04,1,157.74563894981799
2015-06-05,1,90.826056366504105
2015-06-06,1,160.016912242355
2015-06-07,1,81.022890842374494
2015-06-08,1,118.62001050913599
2015-06-09,1,103.751614199022
2015-06-10,1,109.672600519434
2015-06-11,1,82.2394493227455
2015-06-12,1,110.933345275547
2015-06-13,1,149.30473826557599
2015-06-14,1,54.200791257504001
2015-06-15,1,142.542446445232
2015-06-16,1,79.098292972713807
2015-06-17,1,97.543633674658295
2015-06-18,1,140.82406461431901
2015-06-19,1,119.985803432121
2015-06-20,1,146.63481382039899
2015-06-21,1,77.135431791471902
2015-06-22,1,135.93873775869301
2015-06-23,1,122.48145398278101
2015-06-24,1,128.05919207346099
2015-06-25,1,178.51852258376101
2015-06-26,1,148.83735035413699
2015-06-27,1,169.79703812763501
2015-06-28,1,77.928316055466993
2015-06-29,1,167.27020446031099
2015-06-30,1,148.60522531668801
2015-07-01,1,120.186667934639
2015-07-02,1,146.63838929481199
2015-07-03,1,144.951813259044
2015-07-04,1,147.076833346115
2015-07-05,1,42.819577295796499
2015-07-06,1,152.361597385545
2015-07-07,1,84.0059287460532
2015-07-08,1,102.36851092678501
2015-07-09,1,135.63072341639599
2015-07-10,1,124.78680399342799
2015-07-11,1,130.11314553133499
2015-07-12,1,88.654056473335899
2015-07-13,1,139.54366165469
2015-07-14,1,130.50122428438399
2015-07-15,1,107.10110548093
2015-07-16,1,137.54686323323199
2015-07-17,1,59.675648044703898
2015-07-18,1,103.421875467186
2015-07-19,1,72.791261608575894
2015-07-20,1,112.088314087437
2015-07-21,1,110.3163345983
2015-07-22,1,142.22779347136
2015-07-23,1,203.26412534078099
2015-07-24,1,190.774205174228
2015-07-25,1,153.059769404023
2015-07-26,1,128.285416683932
2015-07-27,1,133.37578108270401
2015-07-28,1,145.92387871387899
2015-07-29,1,158.81921578330801
2015-07-30,1,146.48438269743301
2015-07-31,1,161.09256512020599
2015-08-01,1,218.25535793420599
2015-08-02,1,79.852448494834903
2015-08-03,1,146.57153919060499
2015-08-04,1,181.61023611443699
2015-08-05,1,159.97997748731501
2015-08-06,1,205.307474929514
2015-08-07,1,161.405348220657
2015-08-08,1,257.886451180439
2015-08-09,1,99.384497117130607
2015-08-10,1,107.823834818728
2015-08-11,1,111.71949358221801
2015-08-12,1,105.910085115263
2015-08-13,1,130.03233032827299
2015-08-14,1,136.48598470265
2015-08-15,1,143.90049509301599
2015-08-16,1,70.378876851255498
2015-08-17,1,131.235107926437
2015-08-18,1,150.33013805728501
2015-08-19,1,114.337019826085
2015-08-20,1,136.54530347300701
2015-08-21,1,111.539105361957
2015-08-22,1,192.310003941578
2015-08-23,1,69.244408433964196
2015-08-24,1,133.25552059534201
2015-08-25,1,117.11826373300001
2015-08-26,1,91.616894411122402
2015-08-27,1,141.91177992025899
2015-08-28,1,139.28924776072799
2015-08-29,1,126.140648787117
2015-08-30,1,106.277493756171
2015-08-31,1,161.45071848194701
2015-09-01,1,119.890051286369
2015-09-02,1,83.739153619060104
2015-09-03,1,114.38306678430899
2015-09-04,1,143.91640422523199
2015-09-05,1,156.95818502110299
2015-09-06,1,82.710116719476005
2015-09-07,1,153.007856994447
2015-09-08,1,101.974900564771
2015-09-09,1,85.965445450672206
2015-09-10,1,117.413494347263
2015-09-11,1,104.972387940673
2015-09-12,1,133.71738442896199
2015-09-13,1,103.751245279575
2015-09-14,1,133.51083211807801
2015-09-15,1,139.40220819374301
2015-09-16,1,133.689772019809
2015-09-17,1,110.514257948888
2015-09-18,1,142.73227075366901
2015-09-19,1,130.81051029533299
2015-09-20,1,78.983124398745005
2015-09-21,1,121.13151897243399
2015-09-22,1,95.763502441013799
2015-09-23,1,113.985638571579
2015-09-24,1,114.429804827026
2015-09-25,1,106.295868104001
2015-09-26,1,157.87458319878201
2015-09-27,1,68.654690185451898
2015-09-28,1,110.384754268745
2015-09-29,1,107.172499358255
2015-09-30,1,115.16825075851401
2015-10-01,1,111.73662473696599
2015-10-02,1,135.233441535145
2015-10-03,1,59.605141378278397
2015-10-04,1,56.112432626575803
2015-10-05,1,160.72944728573199
2015-10-06,1,174.298357024457
2015-10-07,1,162.81764836925399
2015-10-08,1,126.317035048177
2015-10-09,1,149.25160768984901
2015-10-10,1,142.81941860899099
2015-10-11,1,86.962411842686194
2015-10-12,1,192.29467282089101
2015-10-13,1,121.89390768893099
2015-10-14,1,111.05016934762899
2015-10-15,1,137.95586563324699
2015-10-16,1,152.38092597734999
2015-10-17,1,156.794820766382
2015-10-18,1,23.1084060436499
2015-10-19,1,110.888803557782
2015-10-20,1,100.850948230594
2015-10-21,1,112.590628824215
2015-10-22,1,120.599207022792
2015-10-23,1,170.60169672668499
2015-10-24,1,156.65179447486301
2015-10-25,1,61.414835236670001
2015-10-26,1,133.31507822802001
2015-10-27,1,83.240789419696597
2015-10-28,1,90.936615540455307
2015-10-29,1,149.46863469624401
2015-10-30,1,105.50955151958
2015-10-31,1,115.50901951675
2015-11-01,1,82.886019235892803
2015-11-02,1,122.852345589113
