"Years","CO2EQ","CO2","CH4","N2O","RF"
2254,583.28779,542.95532,1541.6471,379.49266,4.2148571
2255,583.28779,542.95532,1541.6471,379.49266,4.2148571
2256,583.28779,542.95532,1541.6471,379.49266,4.2148571
2257,583.28779,542.95532,1541.6471,379.49266,4.2148571
2258,583.28779,542.95532,1541.6471,379.49266,4.2148571
2259,583.28779,542.95532,1541.6471,379.49266,4.2148571
2260,583.28779,542.95532,1541.6471,379.49266,4.2148571
2261,583.28779,542.95532,1541.6471,379.49266,4.2148571
2262,583.28779,542.95532,1541.6471,379.49266,4.2148571
2263,583.28779,542.95532,1541.6471,379.49266,4.2148571
2264,583.28779,542.95532,1541.6471,379.49266,4.2148571
2265,583.28779,542.95532,1541.6471,379.49266,4.2148571
2266,583.28779,542.95532,1541.6471,379.49266,4.2148571
2267,583.28779,542.95532,1541.6471,379.49266,4.2148571
2268,583.28779,542.95532,1541.6471,379.49266,4.2148571
2269,583.28779,542.95532,1541.6471,379.49266,4.2148571
2270,583.28779,542.95532,1541.6471,379.49266,4.2148571
2271,583.28779,542.95532,1541.6471,379.49266,4.2148571
2272,583.28779,542.95532,1541.6471,379.49266,4.2148571
2273,583.28779,542.95532,1541.6471,379.49266,4.2148571
2274,583.28779,542.95532,1541.6471,379.49266,4.2148571
2275,583.28779,542.95532,1541.6471,379.49266,4.2148571
2276,583.28779,542.95532,1541.6471,379.49266,4.2148571
2277,583.28779,542.95532,1541.6471,379.49266,4.2148571
2278,583.28779,542.95532,1541.6471,379.49266,4.2148571
2279,583.28779,542.95532,1541.6471,379.49266,4.2148571
2280,583.28779,542.95532,1541.6471,379.49266,4.2148571
2281,583.28779,542.95532,1541.6471,379.49266,4.2148571
2282,583.28779,542.95532,1541.6471,379.49266,4.2148571
2283,583.28779,542.95532,1541.6471,379.49266,4.2148571
2284,583.28779,542.95532,1541.6471,379.49266,4.2148571
2285,583.28779,542.95532,1541.6471,379.49266,4.2148571
2286,583.28779,542.95532,1541.6471,379.49266,4.2148571
2287,583.28779,542.95532,1541.6471,379.49266,4.2148571
2288,583.28779,542.95532,1541.6471,379.49266,4.2148571
2289,583.28779,542.95532,1541.6471,379.49266,4.2148571
2290,583.28779,542.95532,1541.6471,379.49266,4.2148571
2291,583.28779,542.95532,1541.6471,379.49266,4.2148571
2292,583.28779,542.95532,1541.6471,379.49266,4.2148571
2293,583.28779,542.95532,1541.6471,379.49266,4.2148571
2294,583.28779,542.95532,1541.6471,379.49266,4.2148571
2295,583.28779,542.95532,1541.6471,379.49266,4.2148571
2296,583.28779,542.95532,1541.6471,379.49266,4.2148571
2297,583.28779,542.95532,1541.6471,379.49266,4.2148571
2298,583.28779,542.95532,1541.6471,379.49266,4.2148571
2299,583.28779,542.95532,1541.6471,379.49266,4.2148571
2300,583.28779,542.95532,1541.6471,379.49266,4.2148571
2301,583.28779,542.95532,1541.6471,379.49266,4.2148571
2302,583.28779,542.95532,1541.6471,379.49266,4.2148571
2303,583.28779,542.95532,1541.6471,379.49266,4.2148571
2304,583.28779,542.95532,1541.6471,379.49266,4.2148571
2305,583.28779,542.95532,1541.6471,379.49266,4.2148571
2306,583.28779,542.95532,1541.6471,379.49266,4.2148571
2307,583.28779,542.95532,1541.6471,379.49266,4.2148571
2308,583.28779,542.95532,1541.6471,379.49266,4.2148571
2309,583.28779,542.95532,1541.6471,379.49266,4.2148571
2310,583.28779,542.95532,1541.6471,379.49266,4.2148571
2311,583.28779,542.95532,1541.6471,379.49266,4.2148571
2312,583.28779,542.95532,1541.6471,379.49266,4.2148571
2313,583.28779,542.95532,1541.6471,379.49266,4.2148571
2314,583.28779,542.95532,1541.6471,379.49266,4.2148571
2315,583.28779,542.95532,1541.6471,379.49266,4.2148571
2316,583.28779,542.95532,1541.6471,379.49266,4.2148571
2317,583.28779,542.95532,1541.6471,379.49266,4.2148571
2318,583.28779,542.95532,1541.6471,379.49266,4.2148571
2319,583.28779,542.95532,1541.6471,379.49266,4.2148571
2320,583.28779,542.95532,1541.6471,379.49266,4.2148571
2321,583.28779,542.95532,1541.6471,379.49266,4.2148571
2322,583.28779,542.95532,1541.6471,379.49266,4.2148571
2323,583.28779,542.95532,1541.6471,379.49266,4.2148571
2324,583.28779,542.95532,1541.6471,379.49266,4.2148571
2325,583.28779,542.95532,1541.6471,379.49266,4.2148571
2326,583.28779,542.95532,1541.6471,379.49266,4.2148571
2327,583.28779,542.95532,1541.6471,379.49266,4.2148571
2328,583.28779,542.95532,1541.6471,379.49266,4.2148571
2329,583.28779,542.95532,1541.6471,379.49266,4.2148571
2330,583.28779,542.95532,1541.6471,379.49266,4.2148571
2331,583.28779,542.95532,1541.6471,379.49266,4.2148571
2332,583.28779,542.95532,1541.6471,379.49266,4.2148571
2333,583.28779,542.95532,1541.6471,379.49266,4.2148571
2334,583.28779,542.95532,1541.6471,379.49266,4.2148571
2335,583.28779,542.95532,1541.6471,379.49266,4.2148571
2336,583.28779,542.95532,1541.6471,379.49266,4.2148571
2337,583.28779,542.95532,1541.6471,379.49266,4.2148571
2338,583.28779,542.95532,1541.6471,379.49266,4.2148571
2339,583.28779,542.95532,1541.6471,379.49266,4.2148571
2340,583.28779,542.95532,1541.6471,379.49266,4.2148571
2341,583.28779,542.95532,1541.6471,379.49266,4.2148571
2342,583.28779,542.95532,1541.6471,379.49266,4.2148571
2343,583.28779,542.95532,1541.6471,379.49266,4.2148571
2344,583.28779,542.95532,1541.6471,379.49266,4.2148571
2345,583.28779,542.95532,1541.6471,379.49266,4.2148571
2346,583.28779,542.95532,1541.6471,379.49266,4.2148571
2347,583.28779,542.95532,1541.6471,379.49266,4.2148571
2348,583.28779,542.95532,1541.6471,379.49266,4.2148571
2349,583.28779,542.95532,1541.6471,379.49266,4.2148571
2350,583.28779,542.95532,1541.6471,379.49266,4.2148571
2351,583.28779,542.95532,1541.6471,379.49266,4.2148571
2352,583.28779,542.95532,1541.6471,379.49266,4.2148571
2353,583.28779,542.95532,1541.6471,379.49266,4.2148571
2354,583.28779,542.95532,1541.6471,379.49266,4.2148571
2355,583.28779,542.95532,1541.6471,379.49266,4.2148571
2356,583.28779,542.95532,1541.6471,379.49266,4.2148571
2357,583.28779,542.95532,1541.6471,379.49266,4.2148571
2358,583.28779,542.95532,1541.6471,379.49266,4.2148571
2359,583.28779,542.95532,1541.6471,379.49266,4.2148571
2360,583.28779,542.95532,1541.6471,379.49266,4.2148571
2361,583.28779,542.95532,1541.6471,379.49266,4.2148571
2362,583.28779,542.95532,1541.6471,379.49266,4.2148571
2363,583.28779,542.95532,1541.6471,379.49266,4.2148571
2364,583.28779,542.95532,1541.6471,379.49266,4.2148571
2365,583.28779,542.95532,1541.6471,379.49266,4.2148571
2366,583.28779,542.95532,1541.6471,379.49266,4.2148571
2367,583.28779,542.95532,1541.6471,379.49266,4.2148571
2368,583.28779,542.95532,1541.6471,379.49266,4.2148571
2369,583.28779,542.95532,1541.6471,379.49266,4.2148571
2370,583.28779,542.95532,1541.6471,379.49266,4.2148571
2371,583.28779,542.95532,1541.6471,379.49266,4.2148571
2372,583.28779,542.95532,1541.6471,379.49266,4.2148571
2373,583.28779,542.95532,1541.6471,379.49266,4.2148571
2374,583.28779,542.95532,1541.6471,379.49266,4.2148571
2375,583.28779,542.95532,1541.6471,379.49266,4.2148571
2376,583.28779,542.95532,1541.6471,379.49266,4.2148571
2377,583.28779,542.95532,1541.6471,379.49266,4.2148571
2378,583.28779,542.95532,1541.6471,379.49266,4.2148571
2379,583.28779,542.95532,1541.6471,379.49266,4.2148571
2380,583.28779,542.95532,1541.6471,379.49266,4.2148571
2381,583.28779,542.95532,1541.6471,379.49266,4.2148571
2382,583.28779,542.95532,1541.6471,379.49266,4.2148571
2383,583.28779,542.95532,1541.6471,379.49266,4.2148571
2384,583.28779,542.95532,1541.6471,379.49266,4.2148571
2385,583.28779,542.95532,1541.6471,379.49266,4.2148571
2386,583.28779,542.95532,1541.6471,379.49266,4.2148571
2387,583.28779,542.95532,1541.6471,379.49266,4.2148571
2388,583.28779,542.95532,1541.6471,379.49266,4.2148571
2389,583.28779,542.95532,1541.6471,379.49266,4.2148571
2390,583.28779,542.95532,1541.6471,379.49266,4.2148571
2391,583.28779,542.95532,1541.6471,379.49266,4.2148571
2392,583.28779,542.95532,1541.6471,379.49266,4.2148571
2393,583.28779,542.95532,1541.6471,379.49266,4.2148571
2394,583.28779,542.95532,1541.6471,379.49266,4.2148571
2395,583.28779,542.95532,1541.6471,379.49266,4.2148571
2396,583.28779,542.95532,1541.6471,379.49266,4.2148571
2397,583.28779,542.95532,1541.6471,379.49266,4.2148571
2398,583.28779,542.95532,1541.6471,379.49266,4.2148571
2399,583.28779,542.95532,1541.6471,379.49266,4.2148571
2400,583.28779,542.95532,1541.6471,379.49266,4.2148571
2401,583.28779,542.95532,1541.6471,379.49266,4.2148571
2402,583.28779,542.95532,1541.6471,379.49266,4.2148571
2403,583.28779,542.95532,1541.6471,379.49266,4.2148571
2404,583.28779,542.95532,1541.6471,379.49266,4.2148571
2405,583.28779,542.95532,1541.6471,379.49266,4.2148571
2406,583.28779,542.95532,1541.6471,379.49266,4.2148571
2407,583.28779,542.95532,1541.6471,379.49266,4.2148571
2408,583.28779,542.95532,1541.6471,379.49266,4.2148571
2409,583.28779,542.95532,1541.6471,379.49266,4.2148571
2410,583.28779,542.95532,1541.6471,379.49266,4.2148571
2411,583.28779,542.95532,1541.6471,379.49266,4.2148571
2412,583.28779,542.95532,1541.6471,379.49266,4.2148571
2413,583.28779,542.95532,1541.6471,379.49266,4.2148571
2414,583.28779,542.95532,1541.6471,379.49266,4.2148571
2415,583.28779,542.95532,1541.6471,379.49266,4.2148571
2416,583.28779,542.95532,1541.6471,379.49266,4.2148571
2417,583.28779,542.95532,1541.6471,379.49266,4.2148571
2418,583.28779,542.95532,1541.6471,379.49266,4.2148571
2419,583.28779,542.95532,1541.6471,379.49266,4.2148571
2420,583.28779,542.95532,1541.6471,379.49266,4.2148571
2421,583.28779,542.95532,1541.6471,379.49266,4.2148571
2422,583.28779,542.95532,1541.6471,379.49266,4.2148571
2423,583.28779,542.95532,1541.6471,379.49266,4.2148571
2424,583.28779,542.95532,1541.6471,379.49266,4.2148571
2425,583.28779,542.95532,1541.6471,379.49266,4.2148571
2426,583.28779,542.95532,1541.6471,379.49266,4.2148571
2427,583.28779,542.95532,1541.6471,379.49266,4.2148571
2428,583.28779,542.95532,1541.6471,379.49266,4.2148571
2429,583.28779,542.95532,1541.6471,379.49266,4.2148571
2430,583.28779,542.95532,1541.6471,379.49266,4.2148571
2431,583.28779,542.95532,1541.6471,379.49266,4.2148571
2432,583.28779,542.95532,1541.6471,379.49266,4.2148571
2433,583.28779,542.95532,1541.6471,379.49266,4.2148571
2434,583.28779,542.95532,1541.6471,379.49266,4.2148571
2435,583.28779,542.95532,1541.6471,379.49266,4.2148571
2436,583.28779,542.95532,1541.6471,379.49266,4.2148571
2437,583.28779,542.95532,1541.6471,379.49266,4.2148571
2438,583.28779,542.95532,1541.6471,379.49266,4.2148571
2439,583.28779,542.95532,1541.6471,379.49266,4.2148571
2440,583.28779,542.95532,1541.6471,379.49266,4.2148571
2441,583.28779,542.95532,1541.6471,379.49266,4.2148571
2442,583.28779,542.95532,1541.6471,379.49266,4.2148571
2443,583.28779,542.95532,1541.6471,379.49266,4.2148571
2444,583.28779,542.95532,1541.6471,379.49266,4.2148571
2445,583.28779,542.95532,1541.6471,379.49266,4.2148571
2446,583.28779,542.95532,1541.6471,379.49266,4.2148571
2447,583.28779,542.95532,1541.6471,379.49266,4.2148571
2448,583.28779,542.95532,1541.6471,379.49266,4.2148571
2449,583.28779,542.95532,1541.6471,379.49266,4.2148571
2450,583.28779,542.95532,1541.6471,379.49266,4.2148571
2451,583.28779,542.95532,1541.6471,379.49266,4.2148571
2452,583.28779,542.95532,1541.6471,379.49266,4.2148571
2453,583.28779,542.95532,1541.6471,379.49266,4.2148571
2454,583.28779,542.95532,1541.6471,379.49266,4.2148571
2455,583.28779,542.95532,1541.6471,379.49266,4.2148571
2456,583.28779,542.95532,1541.6471,379.49266,4.2148571
2457,583.28779,542.95532,1541.6471,379.49266,4.2148571
2458,583.28779,542.95532,1541.6471,379.49266,4.2148571
2459,583.28779,542.95532,1541.6471,379.49266,4.2148571
2460,583.28779,542.95532,1541.6471,379.49266,4.2148571
2461,583.28779,542.95532,1541.6471,379.49266,4.2148571
2462,583.28779,542.95532,1541.6471,379.49266,4.2148571
2463,583.28779,542.95532,1541.6471,379.49266,4.2148571
2464,583.28779,542.95532,1541.6471,379.49266,4.2148571
2465,583.28779,542.95532,1541.6471,379.49266,4.2148571
2466,583.28779,542.95532,1541.6471,379.49266,4.2148571
2467,583.28779,542.95532,1541.6471,379.49266,4.2148571
2468,583.28779,542.95532,1541.6471,379.49266,4.2148571
2469,583.28779,542.95532,1541.6471,379.49266,4.2148571
2470,583.28779,542.95532,1541.6471,379.49266,4.2148571
2471,583.28779,542.95532,1541.6471,379.49266,4.2148571
2472,583.28779,542.95532,1541.6471,379.49266,4.2148571
2473,583.28779,542.95532,1541.6471,379.49266,4.2148571
2474,583.28779,542.95532,1541.6471,379.49266,4.2148571
2475,583.28779,542.95532,1541.6471,379.49266,4.2148571
2476,583.28779,542.95532,1541.6471,379.49266,4.2148571
2477,583.28779,542.95532,1541.6471,379.49266,4.2148571
2478,583.28779,542.95532,1541.6471,379.49266,4.2148571
2479,583.28779,542.95532,1541.6471,379.49266,4.2148571
2480,583.28779,542.95532,1541.6471,379.49266,4.2148571
2481,583.28779,542.95532,1541.6471,379.49266,4.2148571
2482,583.28779,542.95532,1541.6471,379.49266,4.2148571
2483,583.28779,542.95532,1541.6471,379.49266,4.2148571
2484,583.28779,542.95532,1541.6471,379.49266,4.2148571
2485,583.28779,542.95532,1541.6471,379.49266,4.2148571
2486,583.28779,542.95532,1541.6471,379.49266,4.2148571
2487,583.28779,542.95532,1541.6471,379.49266,4.2148571
2488,583.28779,542.95532,1541.6471,379.49266,4.2148571
2489,583.28779,542.95532,1541.6471,379.49266,4.2148571
2490,583.28779,542.95532,1541.6471,379.49266,4.2148571
2491,583.28779,542.95532,1541.6471,379.49266,4.2148571
2492,583.28779,542.95532,1541.6471,379.49266,4.2148571
2493,583.28779,542.95532,1541.6471,379.49266,4.2148571
2494,583.28779,542.95532,1541.6471,379.49266,4.2148571
2495,583.28779,542.95532,1541.6471,379.49266,4.2148571
2496,583.28779,542.95532,1541.6471,379.49266,4.2148571
2497,583.28779,542.95532,1541.6471,379.49266,4.2148571
2498,583.28779,542.95532,1541.6471,379.49266,4.2148571
2499,583.28779,542.95532,1541.6471,379.49266,4.2148571
2500,583.28779,542.95532,1541.6471,379.49266,4.2148571
